Category,Message
TRUE,"The town is not mentioned in Domesday Book, but the Rape of Bramber, in which it lies, belonged at that time to William de Braose."
TRUE,"This rape is supposed to point to an original iepos X6 os, an annual holy marriage of a god and goddess of vegetation."
TRUE,"Here there was said to be a descent into the lower world, and local tradition made it the scene of the rape of Persephone."
TRUE,"The cultivated plants of the Indian region include wheat, barley, rice and maize; various millets, Sorghum, Penicillaria, Panicum and Eleusine; many pulses, peas and beans; mustard and rape; ginger and turmeric; pepper and capsicum; several Cucurbitaceae; tobacco, Sesamum, poppy, Crotolaria and Cannabis; cotton, indigo and sugar; coffee and tea; oranges, lemons of many sorts; pomegranate, mango, figs, peaches, vines and plantains."
TRUE,"In the introductory paper in Maxwell's collection we are told that "" The practice of draining, enclosing, summer fallowing, sowing flax, hemp, rape, turnip and grass seeds, planting cabbages after, and potatoes with, the plough, in fields of great extent, is introduced; and that, according to the general opinion, more corn grows now yearly where it was never known to grow before, these twenty years last past, than perhaps a sixth of all that the kingdom was in use to produce at any time before."""
TRUE,A female slave was still held incapable of the offence of adultery; but Justinian visited with death alike the rape of a slave or freedwoman and that of a free maiden.
TRUE,"A military commission tried 425 of the captives for murder and rape, of whom 321 were found guilty and 303 were condemned to death."
TRUE,"It is said to have been conquered by Romulus after the rape of the Sabine women, and to have assisted the Tarquins."
TRUE,The sequel was the rape of Helen and the Trojan War.
TRUE,"During this period he also painted the ""Rape of the Sabines"" and ""Leonidas at Thermopylae."""
TRUE,"In addition to the previously mentioned rape, a variety of another species (or subspecies) of Brassica, namely, Brassica rapa, var."
TRUE,"This was the scene of the rape of Dinah and of the attack of Simeon and Levi which led to their ruin (xxxiv.; see DAN, Levites, Simeon)."
TRUE,Rape dust is somewhat similar in its character and action.
TRUE,"Rape can happen to anyone and in 2004 there were an estimated 200,000 serious sexual assaults and almost 50,000 rapes or attempted rapes."
TRUE,German rape growers apply trace elements as insurance treatments every year.
TRUE,Bob's bees where adjacent to a field of rape seed which stood head height.
TRUE,The first crop circle of the year has appeared in oil seed rape crops near Silbury Hill.
TRUE,"As a result the makers did not shy away from a graphically realistic depiction of rape, murder and revenge."
TRUE,This year I am preparing a rhetorical criticism on the systematic rape in Bosnia.
TRUE,"These crops along Oil seed rape will be cut in August, combines everywhere will be working flat out to bring in the harvest."
TRUE,"A terrible lore that allows spell casters, both Arcane and Divine to rape the land of its very life to fuel their magic."
TRUE,"People spike drinks for a number of reasons including wanting to sexually assault, rape or rob the person whose drink they have spiked."
TRUE,We have already protected the anonymity of women victims of rape.
TRUE,Sexual Violence The BBFC has a strict policy on rape and sexual violence.
TRUE,"Although many runaways arrive home safely, there are many unfortunate situations such as rape, molestation, abduction and murder that can, and do occur."
TRUE,"Stewart's character, Melinda, is a rape survivor who verbally shuts down after being attacked."
TRUE,It's too easy for someone to slip a date rape drug into your drink.
TRUE,Public service announcements in the campus newspaper and posters in dorm bathrooms detail the dangers of binge drinking and date rape drugs.
TRUE,"Australian authorities have pointed out that when this chemical can be broken down into GHB, which is known as a date rape drug."
TRUE,"Sexually transmitted diseases, which may also indicate rape."
TRUE,"This round features the Sex Workers Outreach Project USA, a group dedicated to the promotion of a safe working environment for sex workers, raising protest for the violent depictions of the rape and murder of prostitutes in GTA."
TRUE,"There are no instances of rape, although the story in GTA alludes to one."
TRUE,"Post-traumatic stress disorder (PTSD)-A disorder that occurs among survivors of extremely stressful or traumatic events, such as a natural disaster, an airplane crash, rape, or military combat."
TRUE,"Rape and sexual assault are violent crimes, and children and adolescents constitute a large number of the victims of these crimes."
TRUE,Rape and sexual assault are defined according to the degree of sexual interaction.
TRUE,"The show's drama and intensity ratcheted up to include date rape, child abuse, eating disorders and racism."
TRUE,His early crimes were rape and that's what caused his arrest.
TRUE,"Agriculture is highly developed; cereals, principally wheat and oats, and beetroot are the chief crops; potatoes, flax, hemp, rape and hops are also grown."
TRUE,"Carrots, cabbages, turnips and rape, not yet cultivated in the fields, are mentioned among the herbs and roots for the kitchen."
TRUE,"The land is then usually sown with some rapidly growing green crop, such as rape, or with turnips."
TRUE,"The plants most frequently used are white mustard, rape, buckwheat, spurry, rye, and several kinds of leguminous plants, especially vetches, lupins and serradella."
TRUE,The leaves are glaucous and smooth like those of a swede turnip. For a seed-crop rape is sown in July or early August in order that the plants may be strong enough to pass the winter uninjured.
TRUE,"The usual cereal crops are, however, all grown with success, and tobacco, hops, flax, rape, hemp and beetroot (for sugar) are cultivated for commercial purposes."
